Дата,Час,"Объем полного планового потребления, МВт.ч","Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.","Объем покупки по регулируемым договорам, МВт.ч","Объем покупки на РСВ, МВт.ч","Объем продажи в обеспечение РД, МВт.ч","Максимальный индекс равновесной цены, руб./МВт.ч","Минимальный индекс равновесной цены, руб./МВт.ч"
2021.12.07,22,100 640.138,1 084.71,8 734.854,85 126.164,11.713,1 652.11,771.74
2021.12.07,23,97 091.296,974.85,8 734.854,81 552.319,13.452,2 089.94,690.81
2021.12.08,0,95 080.509,945.29,8 734.854,79 519.645,13.650,2 246.13,639.24
2021.12.08,1,93 366.053,878.43,8 734.854,77 801.494,35.653,2 140.06,548.19
2021.12.08,2,93 163.345,853.54,8 734.854,77 618.470,71.054,2 140.20,545.10
2021.12.08,3,93 364.034,853.12,8 734.854,77 842.981,90.691,2 138.96,541.61
2021.12.08,4,94 949.551,927.26,8 734.854,79 427.025,98.970,2 154.59,595.21
2021.12.08,5,97 889.795,1 104.67,8 734.854,82 341.179,55.063,2 180.02,714.43
2021.12.08,6,102 457.394,1 376.61,22 253.873,73 362.933,24.522,2 268.99,901.01
2021.12.08,7,106 077.992,1 574.99,22 253.873,76 895.386,8.723,2 351.93,1 047.35
2021.12.08,8,109 792.352,1 676.60,18 729.899,84 235.609,64.924,2 371.63,1 165.81
2021.12.08,9,111 746.287,1 689.40,18 729.899,86 166.077,11.787,2 467.65,1 194.63
2021.12.08,10,112 048.964,1 696.25,18 729.899,86 452.277,11.034,2 513.97,1 210.03
2021.12.08,11,111 676.245,1 707.66,18 729.899,86 045.224,15.603,2 481.18,1 235.71
2021.12.08,12,110 973.513,1 696.22,18 729.899,85 332.959,21.494,2 425.05,1 225.27
2021.12.08,13,111 106.218,1 708.99,18 729.899,85 468.262,21.956,2 424.02,1 239.12
2021.12.08,14,110 512.875,1 698.65,18 729.899,84 864.884,15.228,2 424.76,1 220.00
2021.12.08,15,110 820.584,1 684.98,18 729.899,85 219.684,14.447,2 430.02,1 185.07
2021.12.08,16,111 566.446,1 680.11,18 729.899,85 982.627,4.964,2 445.11,1 147.04
2021.12.08,17,111 709.014,1 676.99,18 729.899,86 160.374,4.185,2 616.81,1 143.32
2021.12.08,18,111 744.676,1 686.47,35 103.045,69 859.518,40.358,2 654.97,1 151.30
2021.12.08,19,110 194.326,1 666.38,35 103.045,68 310.744,66.942,2 511.35,1 170.13
2021.12.08,20,107 833.551,1 537.87,35 103.045,65 987.211,116.938,2 404.96,1 059.05
2021.12.08,21,105 263.386,1 498.18,35 103.045,63 610.034,211.963,2 384.78,1 041.44
2021.12.08,22,101 240.645,1 254.76,8 734.854,85 746.954,10.270,2 075.17,903.40
2021.12.08,23,97 494.117,1 051.96,8 734.854,81 955.355,7.409,1 707.41,747.80
2021.12.09,0,95 662.171,996.64,8 734.854,80 102.159,10.679,2 200.03,674.80
2021.12.09,1,93 880.003,920.34,8 734.854,78 320.075,34.182,2 175.36,600.55
2021.12.09,2,93 273.843,861.34,8 734.854,77 739.689,64.941,1 183.98,548.81
2021.12.09,3,93 443.448,858.43,8 734.854,77 930.291,83.147,1 172.33,538.93
2021.12.09,4,94 927.435,921.19,8 734.854,79 407.087,88.372,1 246.15,581.76
2021.12.09,5,97 819.823,1 075.19,8 734.854,82 296.445,49.802,1 464.50,690.33
2021.12.09,6,102 229.918,1 339.76,22 253.873,73 187.041,18.295,2 106.33,879.07
2021.12.09,7,106 138.466,1 512.39,22 253.873,77 001.164,6.654,2 376.45,1 016.90
2021.12.09,8,109 745.989,1 573.59,18 729.899,84 239.011,62.472,2 467.14,1 063.09
2021.12.09,9,111 869.109,1 597.94,18 729.899,86 337.482,15.748,2 511.33,1 091.94
2021.12.09,10,112 031.863,1 604.49,18 729.899,86 482.426,13.989,2 524.68,1 111.21
2021.12.09,11,111 645.692,1 609.83,18 729.899,86 091.432,21.395,2 509.76,1 128.10
2021.12.09,12,111 055.731,1 593.42,18 729.899,85 494.291,26.164,2 504.12,1 108.77
2021.12.09,13,111 284.429,1 602.01,18 729.899,85 728.598,22.114,2 507.27,1 111.62
2021.12.09,14,111 429.482,1 605.98,18 729.899,85 862.636,16.166,2 507.30,1 117.94
2021.12.09,15,111 906.292,1 604.51,18 729.899,86 362.245,13.594,2 516.51,1 116.15
2021.12.09,16,113 048.028,1 625.31,18 729.899,87 528.992,2.265,2 303.58,999.40
2021.12.09,17,113 055.868,1 632.64,18 729.899,87 567.504,1.881,2 399.92,1 002.76
2021.12.09,18,112 191.291,1 612.91,35 103.045,70 341.494,41.322,2 438.63,997.33
2021.12.09,19,110 767.649,1 576.07,35 103.045,68 918.201,63.474,2 329.07,1 083.70
2021.12.09,20,108 176.702,1 530.83,35 103.045,66 365.438,121.019,2 309.15,1 051.60
2021.12.09,21,105 519.148,1 469.97,35 103.045,63 896.366,217.969,2 299.31,1 008.81
2021.12.09,22,101 670.908,1 201.43,8 734.854,86 198.288,9.794,1 956.40,844.25
2021.12.09,23,98 034.691,1 065.81,8 734.854,82 515.564,5.123,1 733.99,739.21
2021.12.10,0,96 524.521,988.73,8 734.854,80 962.999,16.277,2 208.62,632.35
2021.12.10,1,94 761.119,903.33,8 734.854,79 207.056,41.831,1 308.37,564.41
2021.12.10,2,94 442.775,876.85,8 734.854,78 900.265,69.283,1 227.77,546.97
2021.12.10,3,94 524.187,872.58,8 734.854,78 994.075,81.812,1 197.56,543.36
2021.12.10,4,96 075.694,978.96,8 734.854,80 554.849,84.780,1 376.39,618.56
2021.12.10,5,98 963.315,1 086.41,8 734.854,83 440.747,59.488,1 533.36,693.17
2021.12.10,6,103 267.429,1 358.51,22 253.873,74 231.858,22.460,2 009.51,862.33
2021.12.10,7,107 053.177,1 515.60,22 253.873,77 923.879,6.816,2 192.55,949.08
2021.12.10,8,110 760.705,1 589.54,18 729.899,85 269.575,42.470,2 237.13,1 036.93
2021.12.10,9,112 395.534,1 611.10,18 729.899,86 905.770,12.198,2 333.34,1 064.83
2021.12.10,10,112 797.173,1 612.91,18 729.899,87 267.772,9.557,2 334.74,1 082.42
2021.12.10,11,112 399.471,1 614.27,18 729.899,86 834.027,15.048,2 257.58,1 105.18
2021.12.10,12,111 898.459,1 605.94,18 729.899,86 340.513,17.806,2 229.89,1 093.33
2021.12.10,13,112 083.749,1 619.40,18 729.899,86 508.136,17.915,2 251.17,1 089.96
2021.12.10,14,112 019.112,1 613.36,18 729.899,86 445.873,16.448,2 250.36,1 077.85
2021.12.10,15,112 280.028,1 604.04,18 729.899,86 747.708,12.829,2 256.90,1 065.82
2021.12.10,16,113 296.951,1 626.52,18 729.899,87 808.185,3.693,2 424.38,1 047.15
2021.12.10,17,113 233.965,1 629.21,18 729.899,87 773.031,2.178,2 464.09,1 035.95
2021.12.10,18,112 445.820,1 612.81,35 103.045,70 672.241,58.945,2 491.31,1 031.40
2021.12.10,19,110 980.499,1 603.15,35 103.045,69 208.227,90.975,2 418.64,1 048.23
2021.12.10,20,108 767.437,1 529.30,35 103.045,67 055.903,143.834,2 337.55,1 011.00
2021.12.10,21,106 148.104,1 470.77,35 103.045,64 728.720,252.808,2 341.91,969.17
2021.12.10,22,102 412.296,1 253.73,8 734.854,87 099.646,12.201,2 042.96,834.08
2021.12.10,23,98 882.737,1 067.95,8 734.854,83 496.367,9.255,1 725.77,699.87
2021.12.11,0,97 032.491,1 021.13,8 734.854,81 580.512,12.043,2 229.09,701.09
2021.12.11,1,95 185.891,953.58,8 734.854,79 738.789,33.162,1 420.30,646.26
2021.12.11,2,94 102.900,867.73,8 734.854,78 671.511,60.609,1 218.85,574.04
2021.12.11,3,93 845.249,858.70,8 734.854,78 432.911,79.897,1 198.45,568.69
2021.12.11,4,94 589.954,880.01,8 734.854,79 171.872,80.594,1 231.18,583.35
2021.12.11,5,96 379.249,971.81,8 734.854,80 959.578,55.890,1 401.56,656.11
2021.12.11,6,99 030.695,1 095.79,22 253.873,70 118.888,28.113,1 625.09,748.38
2021.12.11,7,100 808.660,1 212.86,22 253.873,71 905.234,5.866,1 812.84,824.27
2021.12.11,8,103 917.792,1 424.70,18 729.899,78 717.926,121.464,2 191.91,987.25
2021.12.11,9,106 460.517,1 482.46,18 729.899,81 188.382,25.147,2 253.33,1 008.45
2021.12.11,10,107 749.127,1 521.14,18 729.899,82 435.759,18.411,2 265.55,1 041.97
2021.12.11,11,108 107.865,1 528.90,18 729.899,82 746.582,17.568,2 270.18,1 042.36
2021.12.11,12,107 816.029,1 531.26,18 729.899,82 443.005,19.069,2 261.43,1 046.70
2021.12.11,13,107 850.556,1 533.48,18 729.899,82 475.618,21.836,2 188.78,1 066.96
2021.12.11,14,108 013.256,1 537.04,18 729.899,82 691.276,28.281,2 187.05,1 068.27
2021.12.11,15,108 822.756,1 545.56,18 729.899,83 541.782,22.244,2 188.94,1 053.30
2021.12.11,16,110 303.620,1 559.71,18 729.899,85 051.720,5.948,2 216.48,1 068.76
2021.12.11,17,110 900.660,1 583.04,18 729.899,85 678.926,2.761,2 291.16,1 074.64
2021.12.11,18,110 069.348,1 579.81,35 103.045,68 526.630,68.712,2 297.21,1 063.14
2021.12.11,19,108 424.776,1 524.24,35 103.045,66 895.045,92.967,2 233.95,1 044.31
2021.12.11,20,106 532.870,1 492.42,35 103.045,65 040.364,133.290,2 222.94,1 053.32
2021.12.11,21,104 360.914,1 410.13,35 103.045,62 962.173,236.890,2 254.48,1 005.69
2021.12.11,22,100 973.395,1 147.32,8 734.854,85 642.499,2.813,1 759.44,821.51
2021.12.11,23,97 962.551,1 009.15,8 734.854,82 593.480,3.142,1 543.15,738.89
2021.12.12,0,96 124.542,992.40,8 734.854,80 775.726,7.215,2 205.87,693.16
2021.12.12,1,94 268.205,908.09,8 734.854,78 929.891,30.908,2 175.34,611.39
2021.12.12,2,93 411.642,859.82,8 734.854,78 075.380,47.509,1 177.56,579.41
2021.12.12,3,93 128.361,842.14,8 734.854,77 816.575,70.874,1 133.19,559.65
2021.12.12,4,93 710.803,843.81,8 734.854,78 395.907,74.090,1 133.84,559.28
2021.12.12,5,95 098.894,916.08,8 734.854,79 767.637,50.788,1 258.85,615.36
2021.12.12,6,97 252.450,998.45,22 253.873,68 413.345,28.344,1 447.28,667.70
2021.12.12,7,98 712.214,1 014.97,22 253.873,69 891.433,22.424,1 480.33,667.56
2021.12.12,8,101 414.035,1 173.41,18 729.899,76 320.389,191.329,1 690.22,769.71
2021.12.12,9,103 549.749,1 353.26,18 729.899,78 357.725,66.907,2 015.83,911.31
2021.12.12,10,105 360.254,1 411.58,18 729.899,80 137.042,37.367,2 036.64,999.53
2021.12.12,11,105 834.864,1 412.95,18 729.899,80 581.225,36.164,2 031.55,999.77
2021.12.12,12,105 906.115,1 417.35,18 729.899,80 650.335,40.299,1 965.28,1 001.91
2021.12.12,13,105 961.366,1 427.81,18 729.899,80 683.301,39.471,1 966.19,1 006.15
2021.12.12,14,106 208.590,1 435.74,18 729.899,80 953.560,35.049,1 970.45,1 007.27
2021.12.12,15,107 178.946,1 443.51,18 729.899,81 948.826,26.517,1 968.22,1 002.50
2021.12.12,16,108 877.621,1 478.52,18 729.899,83 673.964,5.792,2 079.89,1 021.49
2021.12.12,17,109 677.114,1 492.75,18 729.899,84 505.730,4.167,2 170.04,1 039.02
2021.12.12,18,109 186.760,1 493.41,35 103.045,67 692.212,70.885,2 246.32,1 042.35
2021.12.12,19,108 037.533,1 482.98,35 103.045,66 550.862,94.376,2 150.17,1 033.28
2021.12.12,20,106 022.052,1 441.05,35 103.045,64 576.815,132.528,2 054.07,1 021.33
2021.12.12,21,103 521.136,1 374.10,35 103.045,62 138.992,222.126,1 985.70,975.87
2021.12.12,22,99 983.024,1 109.08,8 734.854,84 690.030,4.654,1 641.25,789.28
2021.12.12,23,96 780.757,988.85,8 734.854,81 441.997,3.755,1 480.28,678.39
2021.12.13,0,95 704.935,978.43,8 734.854,80 326.576,6.298,1 425.26,796.44
2021.12.13,1,94 117.200,898.52,8 734.854,78 741.448,26.832,1 352.07,696.01
2021.12.13,2,93 363.935,865.06,8 734.854,77 994.878,48.573,1 134.76,659.48
2021.12.13,3,93 589.662,858.39,8 734.854,78 244.465,64.635,1 135.03,643.17
2021.12.13,4,95 389.579,935.02,8 734.854,80 045.719,67.359,1 205.83,708.42
2021.12.13,5,98 377.239,1 065.36,8 734.854,82 985.599,36.884,1 405.06,819.60
2021.12.13,6,102 902.994,1 318.35,22 253.873,73 964.104,7.064,1 746.05,840.00
2021.12.13,7,106 592.477,1 479.02,22 253.873,77 536.382,6.825,2 237.54,840.00
2021.12.13,8,110 534.103,1 548.78,18 729.899,85 084.093,50.712,2 208.35,840.00
2021.12.13,9,112 212.622,1 559.30,18 729.899,86 743.713,19.595,2 226.89,840.00
2021.12.13,10,112 611.773,1 599.88,18 729.899,87 129.935,19.950,2 265.81,1 057.72
2021.12.13,11,112 117.293,1 567.85,18 729.899,86 616.988,22.486,2 232.64,840.00
2021.12.13,12,111 563.057,1 554.82,18 729.899,86 055.546,29.748,2 158.46,840.00
2021.12.13,13,111 854.694,1 560.68,18 729.899,86 332.581,31.469,2 158.46,840.00
2021.12.13,14,111 944.093,1 565.02,18 729.899,86 432.814,31.233,2 158.99,1 077.46
2021.12.13,15,112 273.068,1 593.30,18 729.899,86 795.871,27.741,2 158.50,0.00
2021.12.13,16,113 311.474,1 612.09,18 729.899,87 835.063,8.994,2 207.25,0.00
2021.12.13,17,113 332.377,1 639.90,18 729.899,87 868.852,2.203,2 233.42,0.00
2021.12.13,18,112 511.211,1 612.57,35 103.045,70 721.742,47.720,2 263.40,1 045.39
2021.12.13,19,111 002.919,1 567.31,35 103.045,69 232.437,79.238,2 201.69,1 042.62
2021.12.13,20,108 577.738,1 502.08,35 103.045,66 834.049,139.634,2 189.19,985.94
2021.12.13,21,105 872.979,1 411.32,35 103.045,64 323.457,230.431,2 223.73,894.59
2021.12.13,22,101 920.568,1 120.23,8 734.854,86 431.422,6.449,1 680.78,854.17
2021.12.13,23,98 158.297,1 019.12,8 734.854,82 640.546,5.594,1 927.75,657.59
2021.12.14,0,96 273.846,963.65,8 734.854,80 906.786,8.697,2 171.50,664.38
2021.12.14,1,94 548.610,900.15,8 734.854,79 179.916,31.858,1 395.45,599.90
2021.12.14,2,93 848.450,864.22,8 734.854,78 502.312,63.417,1 123.95,569.29
2021.12.14,3,94 064.074,831.47,8 734.854,78 722.449,80.868,1 071.92,543.17
2021.12.14,4,95 570.248,931.80,8 734.854,80 235.830,79.494,1 201.71,611.54
2021.12.14,5,98 407.435,1 054.80,8 734.854,83 061.125,48.201,1 405.84,697.12
2021.12.14,6,103 013.381,1 351.51,22 253.873,74 138.868,10.059,1 782.38,844.00
2021.12.14,7,106 849.512,1 471.91,22 253.873,77 918.562,3.318,2 062.19,844.00
2021.12.14,8,110 437.009,1 582.47,18 729.899,85 107.733,46.344,2 210.34,844.00
2021.12.14,9,112 451.179,1 623.46,18 729.899,87 107.085,12.796,2 281.59,0.00
2021.12.14,10,112 397.960,1 635.94,18 729.899,87 053.529,14.000,2 291.53,0.00
2021.12.14,11,111 962.203,1 637.15,18 729.899,86 612.128,21.096,2 288.21,0.00
2021.12.14,12,111 253.067,1 612.03,18 729.899,85 899.712,20.450,2 213.03,0.00
2021.12.14,13,111 485.104,1 620.57,18 729.899,86 129.445,19.261,2 213.38,0.00
2021.12.14,14,111 512.835,1 633.46,18 729.899,86 155.382,23.447,2 239.76,0.00
2021.12.14,15,111 366.197,1 614.62,18 729.899,86 009.189,17.140,2 238.32,0.00
2021.12.14,16,111 826.520,1 632.51,18 729.899,86 485.826,2.851,2 322.68,0.00
2021.12.14,17,111 850.639,1 631.32,18 729.899,86 538.714,2.749,2 322.89,0.00
2021.12.14,18,111 468.686,1 632.24,35 103.045,69 826.221,47.550,2 324.09,0.00
2021.12.14,19,110 478.298,1 619.00,35 103.045,68 852.379,80.837,2 258.32,0.00
2021.12.14,20,108 385.984,1 563.92,35 103.045,66 793.099,135.016,2 246.24,883.26
2021.12.14,21,105 526.164,1 475.29,35 103.045,64 122.255,225.490,2 286.85,1 006.29
2021.12.14,22,101 718.844,1 193.46,8 734.854,86 425.483,6.635,1 795.92,880.13
2021.12.14,23,98 231.750,1 072.27,8 734.854,82 894.473,2.735,1 672.14,824.39
2021.12.15,0,95 851.635,1 045.63,8 734.854,80 511.876,8.270,2 203.72,736.73
2021.12.15,1,94 223.820,970.03,8 734.854,78 884.457,29.770,2 179.79,660.10
2021.12.15,2,93 632.230,913.56,8 734.854,78 319.621,67.475,1 228.98,616.98
2021.12.15,3,93 689.339,890.59,8 734.854,78 388.728,81.165,1 166.46,590.91
2021.12.15,4,95 318.978,986.09,8 734.854,80 011.046,82.209,1 322.18,656.77
2021.12.15,5,98 439.462,1 089.79,8 734.854,83 118.490,48.240,1 447.85,736.61
2021.12.15,6,102 922.606,1 378.14,22 253.873,74 124.459,6.475,2 271.40,909.53
2021.12.15,7,106 563.896,1 523.03,22 253.873,77 751.214,7.148,2 301.92,994.46
2021.12.15,8,110 352.974,1 638.80,18 729.899,85 142.716,43.176,2 368.01,885.91
2021.12.15,9,112 132.257,1 664.87,18 729.899,86 909.611,14.503,2 388.17,881.01
2021.12.15,10,112 252.250,1 670.98,18 729.899,87 024.727,18.294,2 396.95,879.48
2021.12.15,11,111 837.474,1 680.82,18 729.899,86 591.096,22.476,2 397.18,879.31
2021.12.15,12,111 208.053,1 670.56,18 729.899,85 949.797,29.630,2 317.72,880.34
2021.12.15,13,111 625.139,1 676.58,18 729.899,86 362.264,26.088,2 318.46,880.61
2021.12.15,14,111 616.177,1 673.47,18 729.899,86 316.722,32.538,2 317.91,881.40
2021.12.15,15,111 802.887,1 694.56,18 729.899,86 538.944,26.115,2 320.39,1 181.68
2021.12.15,16,112 805.753,1 702.06,18 729.899,87 576.196,13.530,2 407.05,1 100.02
2021.12.15,17,112 766.039,1 693.23,18 729.899,87 563.496,10.859,2 429.54,1 063.16
2021.12.15,18,111 768.667,1 681.40,35 103.045,70 218.255,60.698,2 443.66,1 113.88
2021.12.15,19,110 250.025,1 659.29,35 103.045,68 747.517,93.144,2 431.00,1 051.73
2021.12.15,20,107 858.415,1 560.82,35 103.045,66 395.540,149.831,2 344.28,981.92
2021.12.15,21,105 333.082,1 489.56,35 103.045,63 997.435,233.124,2 334.23,955.95
2021.12.15,22,101 360.045,1 273.27,8 734.854,86 139.929,2.320,2 288.16,881.98
2021.12.15,23,97 874.451,1 091.60,8 734.854,82 569.478,5.481,2 231.84,784.93
2021.12.16,0,95 410.232,1 051.15,8 734.854,80 093.725,9.781,2 225.50,704.27
2021.12.16,1,93 813.783,1 012.76,8 734.854,78 512.199,38.294,2 203.59,658.92
2021.12.16,2,93 131.924,987.22,8 734.854,77 845.846,64.474,2 187.74,642.66
2021.12.16,3,93 209.511,982.58,8 734.854,77 955.935,89.469,1 370.42,645.75
2021.12.16,4,94 897.667,1 043.55,8 734.854,79 659.386,90.643,1 464.89,675.25
2021.12.16,5,97 635.088,1 141.50,8 734.854,82 384.708,56.717,1 719.29,750.71
2021.12.16,6,102 258.313,1 426.33,22 253.873,73 498.377,15.258,2 344.55,937.76
2021.12.16,7,106 136.265,1 604.90,22 253.873,77 241.461,7.873,2 639.29,1 062.26
2021.12.16,8,109 760.742,1 690.80,18 729.899,84 476.009,59.960,2 512.78,1 175.64
2021.12.16,9,111 380.657,1 700.85,18 729.899,86 099.345,33.960,2 531.72,1 194.24
2021.12.16,10,111 576.095,1 703.24,18 729.899,86 275.958,39.469,2 520.05,1 212.48
2021.12.16,11,111 196.132,1 714.34,18 729.899,85 873.227,46.984,2 679.92,0.00
2021.12.16,12,110 792.971,1 705.67,18 729.899,85 466.809,52.235,2 666.97,0.00
2021.12.16,13,111 218.918,1 716.13,18 729.899,85 906.418,53.111,2 658.63,0.00
2021.12.16,14,111 152.052,1 716.83,18 729.899,85 822.993,59.805,2 663.93,0.00
2021.12.16,15,111 401.086,1 701.19,18 729.899,86 115.606,54.752,2 741.70,0.00
2021.12.16,16,112 262.103,1 710.49,18 729.899,86 998.327,39.782,2 835.54,1 190.65
2021.12.16,17,112 121.113,1 723.82,18 729.899,86 874.576,36.553,3 450.40,1 191.94
2021.12.16,18,111 210.704,1 705.26,35 103.045,69 645.614,95.431,3 259.47,1 189.27
2021.12.16,19,109 739.987,1 700.76,35 103.045,68 203.647,124.142,3 165.60,1 197.32
2021.12.16,20,107 570.768,1 610.66,35 103.045,66 055.669,167.354,3 035.73,1 119.51
2021.12.16,21,104 916.059,1 504.42,35 103.045,63 562.249,255.865,2 808.80,1 066.52
2021.12.16,22,100 768.737,1 297.54,8 734.854,85 505.948,3.803,2 674.47,881.70
2021.12.16,23,97 090.500,1 094.56,8 734.854,81 778.596,9.311,2 269.18,764.65
2021.12.17,0,94 967.305,1 052.36,8 734.854,79 574.889,15.204,2 222.79,731.30
2021.12.17,1,93 606.940,1 013.13,8 734.854,78 209.485,32.130,2 205.08,669.66
2021.12.17,2,93 242.935,1 006.30,8 734.854,77 874.209,64.405,2 191.78,659.77
2021.12.17,3,93 413.255,1 011.47,8 734.854,78 077.272,90.728,2 183.28,658.95
2021.12.17,4,94 875.004,1 066.14,8 734.854,79 554.730,99.603,2 189.45,689.57
2021.12.17,5,97 648.659,1 154.95,8 734.854,82 322.758,64.883,2 226.23,731.41
2021.12.17,6,102 189.111,1 435.26,22 253.873,73 314.153,15.827,2 380.10,932.71
2021.12.17,7,106 316.996,1 635.44,22 253.873,77 329.515,9.206,2 493.63,1 078.84
2021.12.17,8,109 759.279,1 736.30,18 729.899,84 404.063,65.406,2 788.81,1 187.78
2021.12.17,9,111 508.736,1 750.25,18 729.899,86 160.678,31.035,2 746.69,1 204.26
2021.12.17,10,111 780.257,1 753.77,18 729.899,86 424.334,39.173,2 725.19,1 208.15
2021.12.17,11,111 517.207,1 766.70,18 729.899,86 138.027,40.108,2 686.30,1 209.32
2021.12.17,12,110 979.784,1 756.29,18 729.899,85 616.610,47.861,2 739.82,1 209.79
2021.12.17,13,111 263.896,1 764.42,18 729.899,85 900.365,44.481,2 784.62,1 238.26
2021.12.17,14,111 281.692,1 763.88,18 729.899,85 896.554,47.675,2 801.62,1 237.61
2021.12.17,15,111 635.519,1 749.44,18 729.899,86 279.596,44.696,2 802.86,1 214.35
2021.12.17,16,112 314.751,1 751.14,18 729.899,86 954.590,30.184,2 542.42,1 217.87
2021.12.17,17,112 043.103,1 741.47,18 729.899,86 702.494,25.688,2 549.91,1 177.54
2021.12.17,18,111 183.872,1 741.24,35 103.045,69 525.621,90.168,2 549.38,1 177.31
2021.12.17,19,109 645.412,1 726.14,35 103.045,68 010.685,124.012,2 496.02,1 127.27
2021.12.17,20,107 465.841,1 686.25,35 103.045,65 864.429,169.045,2 442.62,1 048.84
2021.12.17,21,105 069.926,1 589.96,35 103.045,63 743.989,252.399,2 502.09,909.19
2021.12.17,22,101 377.337,1 416.69,8 734.854,86 185.632,7.339,2 293.74,872.21
2021.12.17,23,97 418.001,1 145.26,8 734.854,82 166.365,9.088,2 246.91,791.06
2021.12.18,0,95 768.078,1 133.54,8 734.854,80 424.597,6.104,2 255.22,780.18
2021.12.18,1,94 435.257,1 104.75,8 734.854,79 082.197,28.216,2 227.83,746.37
2021.12.18,2,93 267.077,1 064.90,8 734.854,77 938.451,61.303,2 206.23,719.67
2021.12.18,3,92 807.540,1 023.16,8 734.854,77 502.154,92.856,1 471.50,697.11
2021.12.18,4,93 406.605,1 051.39,8 734.854,78 111.671,101.664,1 514.90,712.05
2021.12.18,5,94 946.206,1 124.29,8 734.854,79 654.864,78.352,1 657.68,752.83
2021.12.18,6,97 359.545,1 276.73,22 253.873,68 564.494,53.690,2 252.81,838.03
2021.12.18,7,99 894.390,1 439.67,22 253.873,71 134.287,42.302,2 099.60,934.54
2021.12.18,8,103 282.683,1 603.30,18 729.899,78 208.878,159.446,2 387.84,1 056.54
2021.12.18,9,106 006.777,1 682.54,18 729.899,80 831.025,58.839,2 429.49,1 131.65
2021.12.18,10,107 289.699,1 703.14,18 729.899,82 090.159,40.088,2 398.45,1 184.61
2021.12.18,11,107 571.221,1 708.06,18 729.899,82 335.698,30.986,2 400.05,1 183.60
2021.12.18,12,107 376.652,1 707.39,18 729.899,82 144.285,39.436,2 401.85,1 181.40
2021.12.18,13,107 334.370,1 708.01,18 729.899,82 110.481,37.692,2 400.30,1 178.30
2021.12.18,14,107 412.163,1 710.70,18 729.899,82 201.286,38.563,2 400.49,1 183.85
2021.12.18,15,107 986.428,1 697.37,18 729.899,82 924.903,37.607,2 410.50,1 166.99
2021.12.18,16,109 293.642,1 700.32,18 729.899,84 257.858,20.188,2 497.08,1 177.43
2021.12.18,17,109 400.430,1 698.35,18 729.899,84 396.251,14.906,2 484.48,1 178.76
2021.12.18,18,108 764.803,1 693.75,35 103.045,67 468.012,95.977,2 546.95,1 181.18
2021.12.18,19,107 380.820,1 666.09,35 103.045,66 099.012,121.261,2 494.23,1 165.96
2021.12.18,20,105 430.939,1 632.24,35 103.045,64 201.053,174.411,2 480.94,1 148.96
2021.12.18,21,103 212.269,1 521.20,35 103.045,62 050.827,268.454,2 451.88,1 063.59
2021.12.18,22,99 862.774,1 412.86,8 734.854,84 772.295,2.689,2 322.79,984.37
2021.12.18,23,97 223.475,1 119.87,8 734.854,82 047.879,1.816,1 707.60,773.48
2021.12.19,0,95 320.108,1 122.35,8 734.854,80 056.491,3.846,2 218.34,823.49
2021.12.19,1,93 549.012,1 076.57,8 734.854,78 281.478,25.392,2 213.46,772.47
2021.12.19,2,92 705.574,1 047.48,8 734.854,77 450.623,56.263,2 190.89,739.62
2021.12.19,3,92 361.140,1 022.76,8 734.854,77 132.047,86.389,1 450.20,727.81
2021.12.19,4,92 738.002,1 033.96,8 734.854,77 514.147,92.081,1 451.83,732.48
2021.12.19,5,94 257.168,1 066.81,8 734.854,79 022.257,60.665,1 487.55,754.64
2021.12.19,6,96 042.275,1 140.06,22 253.873,67 270.354,34.070,1 611.61,787.86
2021.12.19,7,97 604.655,1 207.62,22 253.873,68 848.308,36.328,1 685.12,791.40
2021.12.19,8,100 484.476,1 451.29,18 729.899,75 415.944,160.780,2 136.38,958.17
